P054 二十八课-编剧课科目三28
[01:17:33.446–01:17:38.572] 你有没有想过你们作为一两个中学生去开这间房的时候，那个宾馆的老板也没有说什么呢？
[01:17:40.006–01:17:41.580] 因为他只看到你。
[01:17:43.846–01:17:46.572] 因为自始至终只有你呀。
[01:17:50.566–01:17:52.460] 所以说叫其实都是我。
[01:17:53.158–01:17:54.604] 这个女孩不存在。
[01:17:55.494–01:17:58.092] 他只是你跟你自己的一种和解。
[01:17:59.782–01:18:03.084] 他只是你的一个分身，你的一个假想。
[01:18:08.518–01:18:09.740] 那么我往后走。
[01:18:16.230–01:18:17.100] 终点的时候。
[01:18:17.638–01:18:21.676] 你发现你朝思暮想，一直很喜欢的那个网友，是个男的。
[01:18:24.806–01:18:26.060] 你以前真的不知道吗？
[01:18:32.710–01:18:34.220] 你没发现他是男的吗？
[01:18:38.790–01:18:40.428] 你假想出来的那个。
[01:18:41.286–01:18:42.284] 完美的你。
[01:18:42.982–01:18:44.460] 为什么会喜欢他呢？
[01:18:46.502–01:18:47.660] 是谁喜欢他？
[01:18:52.038–01:18:53.228] 不还是你自己吗？
[01:18:55.142–01:18:56.972] 你早就知道他是男的呀。
[01:18:57.862–01:18:59.468] 而且你早就喜欢他呀。
[01:19:00.742–01:19:04.524] 所以你转嫁出来一个女性的你。
[01:19:05.158–01:19:06.124] 去喜欢他呀。
[01:19:07.686–01:19:09.676] 所以他会才会跟他走的呀。
[01:19:12.262–01:19:13.132] 结局是什么呢？
[01:19:15.430–01:19:16.492] 结局就是。
[01:19:18.374–01:19:19.852] 完美优秀的女孩。
[01:19:20.582–01:19:21.740] 跟你的男网友。
[01:19:24.774–01:19:25.804] 他们俩一起。
[01:19:26.950–01:19:28.108] 遇到了危险。
[01:19:31.398–01:19:33.356] 你冲上去拯救他们的时候。
[01:19:35.238–01:19:36.012] 你死掉了。
[01:19:38.502–01:19:40.396] 因为你不死，他俩不能在一起。
[01:19:42.406–01:19:43.756] 你死掉了一个你。
[01:19:44.486–01:19:45.452] 另外一个你。
[01:19:46.310–01:19:47.372] 面对自己。
[01:19:48.006–01:19:49.036] 正视自己。
[01:19:54.950–01:19:56.748] 追逐了自己真正的爱情。
[01:19:57.958–01:20:00.492] 因为你内心里面住着着的就是女孩。
[01:20:03.398–01:20:04.396] 你看这样的话。
[01:20:05.446–01:20:06.700] 这个结局就符合。
[01:20:07.590–01:20:08.716] 其实都是我。
[01:20:12.006–01:20:14.348] 我们说你的伙伴是你，对吧？
[01:20:17.862–01:20:18.860] 还可以再放大。
[01:20:20.006–01:20:21.452] 我们说其实都是我啊。
[01:20:22.022–01:20:22.956] 还可以再放大。
[01:20:25.158–01:20:28.172] 我说你你们你带着这个女孩上路之后。
[01:20:30.182–01:20:32.716] 你带着一个女孩上路之后。
[01:20:33.510–01:20:35.660] 你们俩在故事的中前部。
[01:20:41.702–01:20:48.396] 先是碰到了一个，因为你们俩是离家出走的，你们俩不想回家，但是有人想回家呀。
[01:20:49.126–01:20:53.676] 对吧从故事的对账的角度来讲，你们俩不想回家离家出走。
[01:20:54.758–01:20:56.396] 相当于逆逆行。
[01:20:59.078–01:21:00.684] 但是有人想回家回不了。
[01:21:02.214–01:21:03.308] 比如说你们路上。
[01:21:03.846–01:21:04.812] 遇到了一个。
[01:21:06.534–01:21:07.148] 得了。
[01:21:07.686–01:21:09.164] 老年痴呆的那种。
[01:21:09.926–01:21:12.364] 老爷爷迷路的老爷爷。
[01:21:12.998–01:21:13.836] 那你们俩咋办？
[01:21:16.646–01:21:18.124] 你们是不是要送人家回家呢？
[01:21:21.286–01:21:22.316] 你们要送人家回家。
[01:21:25.286–01:21:26.348] 然后你们在路上。
[01:21:30.694–01:21:32.140] 碰到被人欺负的。
[01:21:32.998–01:21:33.612] 女性。
[01:21:34.150–01:21:36.428] 你们是不是要挺身而出的去帮助呢？
[01:21:39.654–01:21:40.588] 你们在路上。
[01:21:44.070–01:21:44.684] 看到这。
[01:21:45.638–01:21:50.220] 水库旁边玩水，在池塘边玩水，掉进水里的。
[01:21:51.622–01:21:52.332] 小女孩。
[01:21:52.902–01:21:55.820] 你虽然不会游泳，你是不是要下去救呢？
[01:21:57.702–01:21:58.060] 对吧？
[01:21:59.558–01:22:04.172] 我们说整个前半段是完善你自己吗？获得你所缺失的。
[01:22:04.774–01:22:06.860] 呃，智慧、善良、勇气一类的嘛。
[01:22:07.334–01:22:09.580] 你不是就是要帮助这些人吗？
[01:22:10.182–01:22:13.964] 我们说当然也可以有人帮助你，永远是救赎与被救赎嘛。
[01:22:14.822–01:22:15.532] 当你们。
[01:22:16.390–01:22:17.228] 遭遇危险。
[01:22:20.966–01:22:24.108] 被人欺负被坏人欺负，对吧？
[01:22:24.774–01:22:26.988] 会被被黑店敲诈的时候。
[01:22:27.750–01:22:30.252] 是不是也可以有警察叔叔来帮助你们呢？
[01:22:30.758–01:22:32.236] 人民警察来帮助你们呢。
[01:22:38.374–01:22:39.340] 那我们可不可以这样？
[01:22:40.198–01:22:41.196] 再去合一次。
[01:22:41.830–01:22:42.540] 其实都是我。
[01:22:45.670–01:22:47.276] 你为什么离家出走来着？
[01:22:48.038–01:22:48.780] 是因为孤独。
[01:22:49.798–01:22:50.732] 为什么孤独啊？
[01:22:51.782–01:22:52.812] 是因为你一个人涨。
[01:22:57.318–01:22:57.964] 你一个人长。
[01:22:58.662–01:23:01.676] 你过不去内心这这个坎儿，你没有家人。
[01:23:09.318–01:23:10.668] 我们在故事中后段。
[01:23:12.966–01:23:13.932] 解一下这个题。
[01:23:15.110–01:23:16.460] 是因为你小时候啊。
[01:23:18.310–01:23:19.500] 在一场车祸里面。
[01:23:20.806–01:23:21.804] 失去了所有的家人。
[01:23:27.014–01:23:28.428] 这场车祸是你引起的。
[01:23:29.574–01:23:30.860] 你在后座捣乱。
[01:23:31.334–01:23:31.980] 不听话。
[01:23:32.902–01:23:33.260] 对吧？
[01:23:33.734–01:23:34.444] 然后闹。
[01:23:35.622–01:23:37.132] 你爸爸在前面开车呢。
[01:23:38.694–01:23:41.804] 回头教训你，让你好好的，但是你不听话。
[01:23:42.342–01:23:43.788] 结果导致出了车祸。
[01:23:45.414–01:23:46.348] 一家人都死了。
[01:23:51.174–01:23:52.204] 只有你活下来。
[01:23:53.766–01:23:55.212] 但是你也因为车祸啊。
[01:23:58.438–01:23:59.244] 冲击太大。
[01:24:00.678–01:24:01.388] 痛苦也太大。
[01:24:02.598–01:24:03.948] 这段记忆封存了。
[01:24:05.126–01:24:05.612] 不记得。
[01:24:09.574–01:24:12.972] 也就是正因为这种封闭这种封存。
[01:24:15.142–01:24:17.932] 导致你现在的孤僻孤独不合群。
[01:24:22.342–01:24:23.404] 所以在这个。
[01:24:23.942–01:24:24.908] 征途当中。
[01:24:30.566–01:24:31.372] 你在路上。
[01:24:32.230–01:24:33.676] 遇到的那个老爷爷。
[01:24:34.982–01:24:36.460] 那个失忆的老爷爷。
[01:24:38.118–01:24:39.596] 那个想回家的老爷爷。
[01:24:42.502–01:24:43.404] 就是当年。
[01:24:45.318–01:24:46.668] 跟你一起坐在后座的。
[01:24:48.102–01:24:50.508] 你爸爸着急开车要送去医院的。
[01:24:52.230–01:24:52.972] 生了病的。
[01:24:54.374–01:24:55.020] 你爷爷。
[01:24:59.686–01:25:00.236] 然后。
[01:25:02.310–01:25:03.212] 你们在路上。
[01:25:04.294–01:25:05.196] 遇到的那个。
[01:25:06.630–01:25:07.596] 被人欺负的。
[01:25:08.742–01:25:09.292] 女性。
[01:25:10.022–01:25:16.684] 你想去保护你虽然从来没有保护过别人，但是你在那一刻特别想去保护的那个。
[01:25:17.350–01:25:17.932] 女性。
[01:25:20.294–01:25:21.036] 就是你妈妈。
[01:25:25.254–01:25:27.052] 你一直带在身边的。
[01:25:28.998–01:25:29.484] 这个。
[01:25:30.374–01:25:31.596] 别人看不到的。
[01:25:32.454–01:25:34.540] 完美的这个小女孩。
[01:25:37.574–01:25:39.308] 就是你长大了以后的妹妹呀。
[01:25:41.702–01:25:43.020] 死在车祸里的妹妹呀。
[01:25:46.854–01:25:48.876] 你想去保护你的爷爷。
[01:25:49.542–01:25:51.884] 保护你的妈妈，保护你的妹妹。
[01:25:52.838–01:25:54.188] 只不过你没有机会了。
[01:25:56.166–01:25:58.412] 所以你才在深深的自责里面。
[01:26:00.166–01:26:01.420] 他们全都召唤出来。
[01:26:05.510–01:26:06.316] 至于那个。
[01:26:06.854–01:26:11.564] 在你遇到危险，在你带着你的假想的妹妹遇到危险的时候。
[01:26:13.606–01:26:17.196] 站出来保护你的帮助你的那个警察。
[01:26:21.510–01:26:23.052] 就是你最不敢面对的。
[01:26:24.198–01:26:24.780] 你的父亲呀。
[01:26:29.350–01:26:30.604] 你爸爸没有怪你。
[01:26:33.446–01:26:35.564] 父亲就是父亲，他还是会保护你。
[01:26:37.222–01:26:40.748] 即便在你的梦里面，我们说电影永远是个梦。
[01:26:44.486–01:26:46.092] 即便是在你的梦里面。
[01:26:47.942–01:26:49.836] 在你的梦幻之旅里面。
[01:26:54.214–01:26:55.500] 你的父亲还是保护你的。
[01:27:00.070–01:27:00.940] 他没有抛弃你。
[01:27:04.582–01:27:05.708] 所以说从这个角度。
[01:27:12.742–01:27:13.964] 我们是不是就可以把。
[01:27:14.470–01:27:15.596] 路上所有的人。
[01:27:17.286–01:27:17.900] 合在一起。
[01:27:20.230–01:27:21.004] 都是你的。
[01:27:21.894–01:27:22.412] 分身。
[01:27:22.982–01:27:25.452] 都是你对家人思念的。
[01:27:33.478–01:27:34.540] 当然啦，同学们。
[01:27:35.398–01:27:36.908] 我说的这是理念啊。
[01:27:38.662–01:27:41.388] 你不要把每个故事给我写成鬼故事啊。
[01:27:43.654–01:27:49.740] 我说的是理念，你们自己去体会，就像北野武的菊次郎和正南。
[01:27:50.342–01:27:52.972] 人家没有说一定是一个人。
[01:27:54.758–01:27:55.788] 明白这个意思吧？
[01:27:56.774–01:28:01.452] 人家也没有写成一个鬼故事，最后这个小男孩哎，透明的滑落不着了。
[01:28:02.470–01:28:03.468] 我没有必要。
[01:28:04.614–01:28:05.964] 我说的是理念。
[01:28:08.422–01:28:10.284] 你故事该怎么写怎么写？
[01:28:10.886–01:28:15.564] 我只是需要你从理念角度，从精神层面。
[01:28:16.070–01:28:19.948] 给我制造一个，其实都是我的。
[01:28:20.550–01:28:21.068] 可能性。
[01:28:22.630–01:28:24.012] 没有让你写鬼故事。
[01:28:25.478–01:28:25.836] 好吧。
[01:28:31.078–01:28:31.820] 很多种做法。
[01:28:34.214–01:28:35.212] 基于这条线路。
[01:28:37.158–01:28:38.124] 达到这个要求。
[01:28:43.078–01:28:43.692] 这就是。
[01:28:44.646–01:28:45.292] 这节课的。
[01:28:45.862–01:28:46.572] 命题作文。
[01:28:47.398–01:28:48.524] 每个同学。
[01:28:49.318–01:28:50.028] 必须写。
[01:28:50.790–01:28:51.980] 这次不跟你客气了。
[01:28:53.510–01:28:55.884] 我需要把你从舒适区拽出来。
[01:28:57.542–01:28:58.060] 因为。
[01:28:58.854–01:29:00.332] 老师的作用就是这个。
[01:29:01.350–01:29:02.764] 逼着你学习。
[01:29:03.238–01:29:04.620] 让你在学习区里。
[01:29:05.958–01:29:06.348] 带着。
[01:29:06.918–01:29:09.580] 不断的扩大你的舒适区。因为。
[01:29:10.342–01:29:11.468] 读写能力啊。
[01:29:12.262–01:29:14.700] 是任何人都可以把它训练成。
[01:29:15.334–01:29:16.012] 舒适的。
[01:29:16.646–01:29:19.692] 就读写这件事情啊，不管是读也好，写也好啊。
[01:29:20.902–01:29:23.884] 你现在不愿写，我告诉你，你的读也就有问题。
[01:29:24.550–01:29:26.508] 愿意读的人基本也愿意写。
[01:29:28.358–01:29:32.716] 所以很多同学啊我跟你说，我发现有很多同学啊买很多编剧类的书。
[01:29:33.286–01:29:34.188] 买了也不看。
[01:29:35.142–01:29:40.076] 你是大熊吗？你有哆啦A梦吗？就书放在家里都能记住啊。
[01:29:41.446–01:29:42.348] 你就是。
[01:29:43.142–01:29:45.420] 尝试进入学习区，你进不去了。
[01:29:46.758–01:29:48.140] 所以咱们今天这节课。
[01:29:49.030–01:29:50.092] 就是我带着大家。
[01:29:51.302–01:29:52.492] 一头给我扎进。
[01:29:53.478–01:29:55.596] 学习区从书适区里走出来。
[01:29:56.326–01:30:00.300] 写一个命题作文，每个同学必须写班委会检查。
[01:30:00.774–01:30:01.132] 好吧。
[01:30:03.046–01:30:04.492] 这节课就这样吧。
[01:30:05.190–01:30:05.612] 下购吧。
[01:30:06.406–01:30:08.748] 我。
