P056 三十课-人类为什么需要影视剧30
[01:18:56.134–01:18:56.556] 是吧。
[01:18:57.510–01:19:01.228] 就各种各样的方法能够让你不断的花时间。
[01:19:03.238–01:19:04.012] 看这个老头钓鱼。
[01:19:05.030–01:19:07.244] 他就慢慢的变成了一个电影了。
[01:19:08.550–01:19:09.388] 变成了一个。
[01:19:09.958–01:19:14.188] 有故事能够持续吸引大家看的电影。
[01:19:17.030–01:19:19.724] 所以这节课就是给家大家讲一下。
[01:19:20.294–01:19:30.604] 从艺术的本源的角度，我们再去思考一下，我们为什么要写一个故事，以及一个故事真正的核心的东西是什么？
[01:19:31.718–01:19:34.796] 很多时候啊我们拿到一个故事。
[01:19:38.374–01:19:39.596] 你觉得挺好。
[01:19:40.134–01:19:48.524] 但是人家看完之后呢，觉得没有吸引力，对吧？或者是用一些大白话说，有些有些人会觉得哎你这个故事没有钩子啊。
[01:19:49.030–01:19:51.212] 对吧没有东西勾着，我一直看呀。
[01:19:52.038–01:19:53.132] 然后你也不服。
[01:19:54.086–01:19:58.956] 对吧你觉得我写的挺好的呀，你咋觉得不好看呢？我跟你说，人家觉得不好看就是不好看。
[01:19:59.590–01:20:06.316] 因为一个故事不是说哎，我符合了某种类型，我也写了这个这个这个各种元素，为什么还不好看呢？
[01:20:06.822–01:20:09.196] 就是你没有一个。
[01:20:11.142–01:20:17.932] 让观众付出追索型注意力的能力，没有牵着观众走的能力。
[01:20:18.470–01:20:19.948] 这才是影视。
[01:20:21.254–01:20:32.684] 故事最本质的东西。所以我说我这节课应该早点讲的，就是这个意思。你们要了解你写故事的本心本源初心是什么，是牵着观众看完。
[01:20:34.022–01:20:34.924] 这才是最重要的。
[01:20:35.494–01:20:37.164] 那什么东西牵着他看完呢？
[01:20:37.926–01:20:38.892] 你要了解。
[01:20:39.558–01:20:40.652] 观众并不爱你。
[01:20:41.350–01:20:49.452] 你不要痴心妄想，让观众爱你，仰视你，佩服你，因为佩服你把它看完了啊，不会的，他爱的是他自己。
[01:20:51.014–01:21:01.932] 明白吧？就像我们的课，我们的课也很长，几十个小时看完的人没有那么多，为什么呢？是因为学习是一个逆水行舟的事儿，他得不到满足。
[01:21:03.046–01:21:03.820] 得不到满足。
[01:21:04.294–01:21:04.844] 明白吧？
[01:21:05.350–01:21:12.556] 所以看完的人很少，那是什么少数那看完的那些同学，那几万个同学为什么能看完我们的课程呢？
[01:21:13.574–01:21:14.828] 他是因为爱我吗？
[01:21:16.070–01:21:25.036] no,同学们，他满脑子都想的是等我学会了以后，等我出名了以后，对吧？等我他妈有钱了，你看着我。
[01:21:25.862–01:21:28.812] 对吧等我学会了，我要出名，我要有钱是吧？
[01:21:30.054–01:21:31.084] 爱的还是他自己。
[01:21:31.910–01:21:36.300] 所有坚持看完我们课程的那些同学，坚持一直在看的那些同学。
[01:21:37.030–01:21:46.604] 每天晚上都拿这个瓶在那，谢谢大家，谢谢大家，我能得到这个最佳编剧，都在那获奖感言他都想好了。
[01:21:48.038–01:21:49.036] 爱的是他自己。
[01:21:49.542–01:21:50.028] 同学们。
[01:21:51.910–01:21:52.492] 所以。
[01:21:53.638–01:21:55.884] 我们用这几个模型告诉大家。
[01:21:56.678–01:21:57.676] 牵引。
[01:21:58.918–01:22:00.012] 牵引住。
[01:22:01.382–01:22:03.212] 观众的注意力。
[01:22:04.038–01:22:04.908] 是有方法的。
[01:22:06.118–01:22:06.956] 是有方法的。
[01:22:07.462–01:22:16.556] 我们之前的课上反复讲的那些类型也好，结构也好，招也好，都是在辅助你做这件事情。
[01:22:17.638–01:22:25.676] 你现在再通过这样一个理念，再回过去看以前你学的那些知识，你写的那些东西。
[01:22:26.374–01:22:27.628] 你会有不一样的感觉。
[01:22:28.326–01:22:28.748] 好吧。
[01:22:32.166–01:22:33.484] 再讲最后一个知识点。
[01:22:33.958–01:22:39.980] 为什么我说我早上出去遛弯的时候，这些东西很能吸引我们注意力呢？
[01:22:43.110–01:22:45.548] 这些东西还有其他一个共性的特点。
[01:22:46.342–01:22:48.076] 就是这些东西是真实的。
[01:22:50.342–01:22:52.236] 就是他是我早上。
[01:22:53.254–01:22:55.436] 真真切切肉眼看到。
[01:22:57.542–01:23:02.572] 这又是影视作品吸引大家注意力的另外一个。
[01:23:03.622–01:23:04.268] 法门。
[01:23:04.806–01:23:07.564] 另外一个关键点，你们要注意就是真实。
[01:23:08.806–01:23:10.668] 就是真实营造真实感。
[01:23:13.030–01:23:21.676] 要让你的事这个事情看起来像真的发生过一样，观众才愿意投入情感，投入共情。
[01:23:22.534–01:23:24.236] 投入注意力，好吧。
[01:23:24.774–01:23:41.228] 这节课讲的就是这些内容。我们从艺术的原理的角度开始讲，让大家理解影视作品到底是什么，让大家看下去。我们为什么要看这个东西，对不对？如果我们连这个事情都搞不清楚，那就不要不要写了。
[01:23:42.566–01:23:47.276] 你你你你都不想看都不愿意看，不愿意花时间看电影。
[01:23:49.030–01:23:50.700] 那就那就那就别玩了。
[01:23:53.414–01:23:53.964] 下课吧。
[01:23:57.222–01:23:58.092] 嗯。
